Year,Team,Opponent,Team_Points,Opponent_Points
2013,idaho-state,eastern-washington,54,57
2013,idaho-state,washington-state,39,74
2013,idaho-state,north-dakota,53,66
2013,idaho-state,northern-colorado,86,63
2013,idaho-state,southern-utah,54,53
2013,idaho-state,weber-state,54,70
2013,idaho-state,sacramento-state,60,59
2013,idaho-state,northern-arizona,55,60
2013,idaho-state,montana,51,70
2013,idaho-state,montana-state,59,61
2013,idaho-state,northern-colorado,63,78
2013,idaho-state,north-dakota,52,69
2013,idaho-state,southern-utah,79,81
2013,idaho-state,weber-state,40,56
2013,idaho-state,montana-state,87,51
2013,idaho-state,montana,54,61
2013,idaho-state,idaho,69,75
2013,idaho-state,northern-arizona,58,67
2013,idaho-state,sacramento-state,52,53
2013,idaho-state,eastern-washington,73,87
2013,idaho-state,portland-state,72,71
2013,idaho,wright-state,70,80
2013,idaho,montana,63,66
2013,idaho,green-bay,72,62
2013,idaho,new-mexico,58,73
2013,idaho,washington-state,55,64
2013,idaho,california-davis,73,66
2013,idaho,eastern-washington,81,79
2013,idaho,texas-el-paso,60,64
2013,idaho,boise-state,68,78
2013,idaho,seattle,71,64
2013,idaho,san-jose-state,64,55
2013,idaho,utah-state,75,82
2013,idaho,denver,49,55
2013,idaho,new-mexico-state,70,71
2013,idaho,louisiana-tech,66,72
2013,idaho,texas-arlington,77,64
2013,idaho,texas-state,73,78
2013,idaho,texas-san-antonio,74,70
2013,idaho,utah-state,67,77
2013,idaho,san-jose-state,66,63
2013,idaho,new-mexico-state,74,76
2013,idaho,denver,58,74
2013,idaho,texas-arlington,68,71
2013,idaho,louisiana-tech,61,67
2013,idaho,idaho-state,75,69
2013,idaho,texas-san-antonio,56,74
2013,idaho,texas-state,90,81
2013,idaho,seattle,76,72
2013,idaho,new-mexico-state,49,65
2013,illinois,colgate,75,55
2013,illinois,st-francis-ny,89,64
2013,illinois,hawaii,78,77
2013,illinois,southern-california,94,64
2013,illinois,butler,78,61
2013,illinois,gardner-webb,63,62
2013,illinois,georgia-tech,75,62
2013,illinois,western-carolina,72,64
2013,illinois,gonzaga,85,74
2013,illinois,norfolk-state,64,54
2013,illinois,eastern-kentucky,66,53
2013,illinois,missouri,73,82
2013,illinois,auburn,81,79
2013,illinois,purdue,61,68
2013,illinois,ohio-state,74,55
2013,illinois,minnesota,67,84
2013,illinois,wisconsin,51,74
2013,illinois,northwestern,54,68
2013,illinois,nebraska,71,51
2013,illinois,michigan,60,74
2013,illinois,michigan-state,75,80
2013,illinois,wisconsin,68,74
2013,illinois,indiana,74,72
2013,illinois,minnesota,57,53
2013,illinois,purdue,79,59
2013,illinois,northwestern,62,41
2013,illinois,penn-state,64,59
2013,illinois,michigan,58,71
2013,illinois,nebraska,72,65
2013,illinois,iowa,55,63
2013,illinois,ohio-state,55,68
2013,illinois,minnesota,51,49
2013,illinois,indiana,64,80
2013,illinois,colorado,57,49
2013,illinois,miami-fl,59,63
2013,illinois-state,california-santa-barbara,100,72
2013,illinois-state,drexel,86,84
2013,illinois-state,delaware-state,87,48
2013,illinois-state,fairleigh-dickinson,91,58
2013,illinois-state,alabama-birmingham,77,65
2013,illinois-state,northwestern,69,72
2013,illinois-state,louisville,66,69
2013,illinois-state,wyoming,67,81
2013,illinois-state,western-michigan,85,63
2013,illinois-state,morgan-state,87,68
2013,illinois-state,dayton,74,73
2013,illinois-state,austin-peay,83,57
2013,illinois-state,indiana-state,75,77
2013,illinois-state,creighton,72,79
2013,illinois-state,northern-iowa,60,70
2013,illinois-state,missouri-state,55,62
2013,illinois-state,drake,77,82
2013,illinois-state,wichita-state,62,74
2013,illinois-state,southern-illinois,70,56
2013,illinois-state,indiana-state,60,58
2013,illinois-state,evansville,67,62
2013,illinois-state,bradley,77,83
2013,illinois-state,southern-illinois,83,47
2013,illinois-state,drake,94,86
2013,illinois-state,creighton,75,72
2013,illinois-state,bradley,79,59
2013,illinois-state,wichita-state,67,68
2013,illinois-state,evansville,62,79
2013,illinois-state,utah-state,71,80
2013,illinois-state,missouri-state,86,50
2013,illinois-state,northern-iowa,72,80
2013,illinois-state,northern-iowa,73,65
2013,illinois-state,wichita-state,51,66
2013,illinois-chicago,california-riverside,59,52
2013,illinois-chicago,new-mexico,59,66
2013,illinois-chicago,mercer,62,36
2013,illinois-chicago,iona,86,81
2013,illinois-chicago,southeast-missouri-state,56,45
2013,illinois-chicago,northern-illinois,58,46
2013,illinois-chicago,northwestern,50,44
2013,illinois-chicago,colorado-state,64,55
2013,illinois-chicago,eastern-michigan,74,48
2013,illinois-chicago,western-illinois,54,70
2013,illinois-chicago,miami-oh,70,82
2013,illinois-chicago,toledo,55,74
2013,illinois-chicago,youngstown-state,65,60
2013,illinois-chicago,cleveland-state,50,60
2013,illinois-chicago,valparaiso,70,75
2013,illinois-chicago,green-bay,47,53
2013,illinois-chicago,loyola-il,61,59
2013,illinois-chicago,detroit-mercy,47,98
2013,illinois-chicago,milwaukee,60,50
2013,illinois-chicago,wright-state,55,49
2013,illinois-chicago,green-bay,60,57
2013,illinois-chicago,cleveland-state,66,77
2013,illinois-chicago,valparaiso,61,86
2013,illinois-chicago,youngstown-state,88,83
2013,illinois-chicago,loyola-il,60,69
2013,illinois-chicago,milwaukee,53,64
2013,illinois-chicago,bradley,62,63
2013,illinois-chicago,wright-state,60,55
2013,illinois-chicago,detroit-mercy,67,79
2013,illinois-chicago,cleveland-state,82,59
2013,illinois-chicago,green-bay,63,64
2013,illinois-chicago,chicago-state,80,69
2013,illinois-chicago,northern-iowa,51,63
2013,indiana,bryant,97,54
2013,indiana,north-dakota-state,87,61
2013,indiana,sam-houston-state,99,45
2013,indiana,georgia,66,53
2013,indiana,georgetown,82,72
2013,indiana,ball-state,101,53
2013,indiana,north-carolina,83,59
2013,indiana,coppin-state,87,51
2013,indiana,central-connecticut-state,100,69
2013,indiana,butler,86,88
2013,indiana,mount-st-marys,93,54
2013,indiana,florida-atlantic,88,52
2013,indiana,jacksonville,93,59
2013,indiana,iowa,69,65
2013,indiana,penn-state,74,51
2013,indiana,minnesota,88,81
2013,indiana,wisconsin,59,64
2013,indiana,northwestern,67,59
2013,indiana,penn-state,72,49
2013,indiana,michigan-state,75,70
2013,indiana,purdue,97,60
2013,indiana,michigan,81,73
2013,indiana,illinois,72,74
2013,indiana,ohio-state,81,68
2013,indiana,nebraska,76,47
2013,indiana,purdue,83,55
2013,indiana,michigan-state,72,68
2013,indiana,minnesota,73,77
2013,indiana,iowa,73,60
2013,indiana,ohio-state,58,67
2013,indiana,michigan,72,71
2013,indiana,illinois,80,64
2013,indiana,wisconsin,56,68
2013,indiana,james-madison,83,62
2013,indiana,temple,58,52
2013,indiana,syracuse,50,61
2013,indiana-state,ucla,59,86
2013,indiana-state,winthrop,66,55
2013,indiana-state,ball-state,68,48
2013,indiana-state,high-point,76,62
2013,indiana-state,new-mexico,68,77
2013,indiana-state,morehead-state,63,71
2013,indiana-state,iupui,75,61
2013,indiana-state,mississippi,87,85
2013,indiana-state,san-diego-state,55,62
2013,indiana-state,miami-fl,57,55
2013,indiana-state,illinois-state,77,75
2013,indiana-state,northern-iowa,65,61
2013,indiana-state,creighton,66,79
2013,indiana-state,bradley,68,53
2013,indiana-state,southern-illinois,71,76
2013,indiana-state,missouri-state,68,60
2013,indiana-state,evansville,72,62
2013,indiana-state,illinois-state,58,60
2013,indiana-state,northern-iowa,59,58
2013,indiana-state,wichita-state,68,55
2013,indiana-state,drake,71,74
2013,indiana-state,creighton,76,57
2013,indiana-state,southern-illinois,66,65
2013,indiana-state,missouri-state,65,67
2013,indiana-state,bradley,68,80
2013,indiana-state,wichita-state,62,66
2013,indiana-state,iona,65,64
2013,indiana-state,drake,56,67
2013,indiana-state,evansville,68,84
2013,indiana-state,evansville,51,50
2013,indiana-state,creighton,43,64
2013,indiana-state,iowa,52,68
2013,iona,denver,65,58
2013,iona,quinnipiac,92,98
2013,iona,wake-forest,94,68
2013,iona,illinois-chicago,81,86
2013,iona,niagara,83,72
2013,iona,saint-peters,62,64
2013,iona,rutgers,73,81
2013,iona,georgia,81,78
2013,iona,liberty,87,69
2013,iona,la-salle,74,88
2013,iona,norfolk-state,100,72
2013,iona,saint-josephs,91,96
2013,iona,st-bonaventure,93,74
2013,iona,siena,66,62
2013,iona,manhattan,78,70
2013,iona,marist,86,82
2013,iona,canisius,97,87
2013,iona,fairfield,84,73
2013,iona,rider,62,67
2013,iona,saint-peters,90,71
2013,iona,loyola-md,79,71
2013,iona,niagara,90,93
2013,iona,canisius,74,77
2013,iona,marist,104,105
2013,iona,rider,78,71
2013,iona,manhattan,73,74
2013,iona,fairfield,64,66
2013,iona,indiana-state,64,65
2013,iona,loyola-md,90,86
2013,iona,siena,80,61
2013,iona,canisius,89,85
2013,iona,niagara,79,73
2013,iona,manhattan,60,57
2013,iona,ohio-state,70,95
2013,iowa,texas-pan-american,86,55
2013,iowa,central-michigan,73,61
2013,iowa,howard,66,36
2013,iowa,gardner-webb,65,56
2013,iowa,western-kentucky,63,55
2013,iowa,wichita-state,63,75
2013,iowa,virginia-tech,79,95
2013,iowa,texas-am-corpus-christi,88,59
2013,iowa,south-dakota,87,63
2013,iowa,iowa-state,80,71
2013,iowa,northern-iowa,80,73
2013,iowa,south-carolina-state,90,46
2013,iowa,coppin-state,80,50
2013,iowa,indiana,65,69
2013,iowa,michigan,67,95
2013,iowa,michigan-state,59,62
2013,iowa,northwestern,70,50
2013,iowa,wisconsin,70,66
2013,iowa,ohio-state,63,72
2013,iowa,purdue,62,65
2013,iowa,penn-state,76,67
2013,iowa,minnesota,59,62
2013,iowa,wisconsin,70,74
2013,iowa,northwestern,71,57
2013,iowa,penn-state,74,72
2013,iowa,minnesota,72,51
2013,iowa,nebraska,60,64
2013,iowa,purdue,58,48
2013,iowa,indiana,60,73
2013,iowa,illinois,63,55
2013,iowa,nebraska,74,60
2013,iowa,northwestern,73,59
2013,iowa,michigan-state,56,59
2013,iowa,indiana-state,68,52
2013,iowa,stony-brook,75,63
2013,iowa,virginia,75,64
2013,iowa,maryland,71,60
2013,iowa,baylor,54,74
2013,iowa-state,southern,82,59
2013,iowa-state,alabama-am,98,40
2013,iowa-state,campbell,88,68
2013,iowa-state,north-carolina-at,86,57
2013,iowa-state,cincinnati,70,78
2013,iowa-state,nevada-las-vegas,70,82
2013,iowa-state,brigham-young,83,62
2013,iowa-state,florida-gulf-coast,83,72
2013,iowa-state,iowa,71,80
2013,iowa-state,nebraska-omaha,93,65
2013,iowa-state,drake,86,77
2013,iowa-state,missouri-kansas-city,76,61
2013,iowa-state,yale,80,70
2013,iowa-state,kansas,89,97
2013,iowa-state,texas,82,62
2013,iowa-state,west-virginia,69,67
2013,iowa-state,texas-christian,63,50
2013,iowa-state,texas-tech,51,56
2013,iowa-state,kansas-state,73,67
2013,iowa-state,oklahoma-state,76,78
2013,iowa-state,baylor,79,71
2013,iowa-state,oklahoma,83,64
2013,iowa-state,kansas-state,70,79
2013,iowa-state,texas,86,89
2013,iowa-state,texas-christian,87,53
2013,iowa-state,baylor,87,82
2013,iowa-state,texas-tech,86,66
2013,iowa-state,kansas,96,108
2013,iowa-state,oklahoma,69,86
2013,iowa-state,oklahoma-state,87,76
2013,iowa-state,west-virginia,83,74
2013,iowa-state,oklahoma,73,66
2013,iowa-state,kansas,73,88
2013,iowa-state,notre-dame,76,58
2013,iowa-state,ohio-state,75,78
2013,ipfw,auburn,50,61
2013,ipfw,texas-pan-american,97,94
2013,ipfw,eastern-michigan,47,60
2013,ipfw,eastern-illinois,67,68
2013,ipfw,dartmouth,70,66
2013,ipfw,navy,49,54
2013,ipfw,miami-oh,57,56
2013,ipfw,valparaiso,52,63
2013,ipfw,drake,64,74
2013,ipfw,notre-dame,62,74
2013,ipfw,kennesaw-state,70,47
2013,ipfw,iupui,74,88
2013,ipfw,western-illinois,50,62
2013,ipfw,navy,68,63
2013,ipfw,nebraska-omaha,96,78
2013,ipfw,north-dakota-state,55,67
2013,ipfw,south-dakota-state,57,83
2013,ipfw,south-dakota,62,60
2013,ipfw,missouri-kansas-city,59,63
2013,ipfw,western-illinois,40,43
2013,ipfw,iupui,80,79
2013,ipfw,nebraska-omaha,79,86
2013,ipfw,south-dakota-state,74,80
2013,ipfw,north-dakota-state,54,58
2013,ipfw,missouri-kansas-city,65,60
2013,ipfw,south-dakota,64,51
2013,ipfw,oakland,77,71
2013,ipfw,bowling-green-state,88,75
2013,ipfw,oakland,74,72
2013,ipfw,oakland,91,72
2013,ipfw,south-dakota-state,56,72
2013,iupui,utah-valley,67,54
2013,iupui,michigan,54,91
2013,iupui,bowling-green-state,80,66
2013,iupui,bradley,72,79
2013,iupui,north-texas,66,80
2013,iupui,lamar,82,86
2013,iupui,missouri-kansas-city,65,79
2013,iupui,south-dakota,68,88
2013,iupui,butler,55,87
2013,iupui,western-kentucky,57,77
2013,iupui,indiana-state,61,75
2013,iupui,valparaiso,69,89
2013,iupui,ball-state,77,68
2013,iupui,ipfw,88,74
2013,iupui,oakland,62,84
2013,iupui,maryland,63,81
2013,iupui,western-illinois,53,57
2013,iupui,nebraska-omaha,79,90
2013,iupui,north-dakota-state,40,78
2013,iupui,south-dakota-state,65,80
2013,iupui,oakland,71,89
2013,iupui,ipfw,79,80
2013,iupui,western-illinois,59,68
2013,iupui,nebraska-omaha,78,85
2013,iupui,south-dakota-state,45,82
2013,iupui,north-dakota-state,39,75
2013,iupui,milwaukee,88,95
2013,iupui,south-dakota,69,87
2013,iupui,missouri-kansas-city,44,48
2013,iupui,south-dakota-state,49,66
2013,jackson-state,baylor,47,78
2013,jackson-state,tulsa,66,86
2013,jackson-state,texas-tech,75,84
2013,jackson-state,air-force,47,76
2013,jackson-state,north-texas,65,83
2013,jackson-state,saint-marys-ca,67,120
2013,jackson-state,washington-state,41,52
2013,jackson-state,washington,67,75
2013,jackson-state,seattle,91,82
2013,jackson-state,alabama-state,66,70
2013,jackson-state,alabama-am,87,88
2013,jackson-state,alcorn-state,48,51
2013,jackson-state,southern,67,80
2013,jackson-state,texas-southern,57,84
2013,jackson-state,prairie-view,59,73
2013,jackson-state,grambling,57,46
2013,jackson-state,mississippi-valley-state,60,57
2013,jackson-state,arkansas-pine-bluff,82,67
2013,jackson-state,alcorn-state,84,71
2013,jackson-state,southern,58,78
2013,jackson-state,texas-southern,54,61
2013,jackson-state,prairie-view,65,60
2013,jackson-state,grambling,77,38
2013,jackson-state,mississippi-valley-state,90,71
2013,jackson-state,arkansas-pine-bluff,72,73
2013,jackson-state,alabama-state,70,65
2013,jackson-state,alabama-am,60,57
2013,jackson-state,alabama-state,66,59
2013,jackson-state,prairie-view,75,88
2013,jacksonville,georgia,62,68
2013,jacksonville,miami-fl,57,73
2013,jacksonville,missouri-state,64,58
2013,jacksonville,arkansas-little-rock,56,78
2013,jacksonville,rider,71,86
2013,jacksonville,milwaukee,71,66
2013,jacksonville,south-carolina-state,72,74
2013,jacksonville,south-carolina,74,91
2013,jacksonville,wofford,52,94
2013,jacksonville,furman,65,53
2013,jacksonville,indiana,59,93
2013,jacksonville,northern-kentucky,53,51
2013,jacksonville,lipscomb,85,71
2013,jacksonville,florida-gulf-coast,55,78
2013,jacksonville,stetson,72,81
2013,jacksonville,kennesaw-state,99,92
2013,jacksonville,mercer,49,47
2013,jacksonville,north-florida,77,68
2013,jacksonville,east-tennessee-state,83,80
2013,jacksonville,south-carolina-upstate,64,79
2013,jacksonville,stetson,71,70
2013,jacksonville,florida-gulf-coast,78,81
2013,jacksonville,mercer,64,67
2013,jacksonville,kennesaw-state,68,75
2013,jacksonville,north-florida,70,68
2013,jacksonville,south-carolina-upstate,68,64
2013,jacksonville,east-tennessee-state,58,61
2013,jacksonville,lipscomb,73,77
2013,jacksonville,northern-kentucky,62,66
2013,jacksonville,south-carolina-upstate,62,76
2013,jacksonville-state,eastern-michigan,61,54
2013,jacksonville-state,alabama-am,79,61
2013,jacksonville-state,nevada-las-vegas,58,77
2013,jacksonville-state,oregon,45,67
2013,jacksonville-state,northern-arizona,50,48
2013,jacksonville-state,north-carolina-at,54,50
2013,jacksonville-state,alcorn-state,56,52
2013,jacksonville-state,presbyterian,66,59
2013,jacksonville-state,nebraska,55,59
2013,jacksonville-state,tennessee-tech,83,62
2013,jacksonville-state,tennessee-martin,64,54
2013,jacksonville-state,belmont,62,73
2013,jacksonville-state,tennessee-state,57,66
2013,jacksonville-state,southern-illinois-edwardsville,75,62
2013,jacksonville-state,eastern-illinois,61,55
2013,jacksonville-state,tennessee-state,60,66
2013,jacksonville-state,eastern-kentucky,62,73
2013,jacksonville-state,austin-peay,81,74
2013,jacksonville-state,murray-state,65,64
2013,jacksonville-state,morehead-state,70,59
2013,jacksonville-state,tennessee-tech,64,78
2013,jacksonville-state,morehead-state,81,85
2013,jacksonville-state,eastern-kentucky,67,80
2013,jacksonville-state,southeast-missouri-state,67,65
2013,jacksonville-state,north-carolina-asheville,71,69
2013,jacksonville-state,belmont,71,78
2013,james-madison,ucla,70,100
2013,james-madison,duquesne,88,90
2013,james-madison,youngstown-state,69,68
2013,james-madison,north-dakota-state,44,66
2013,james-madison,miami-oh,58,76
2013,james-madison,george-washington,53,54
2013,james-madison,winthrop,71,61
2013,james-madison,east-tennessee-state,70,45
2013,james-madison,richmond,82,83
2013,james-madison,north-carolina-greensboro,85,73
2013,james-madison,san-jose-state,77,68
2013,james-madison,san-diego,62,59
2013,james-madison,old-dominion,58,55
2013,james-madison,georgia-state,52,68
2013,james-madison,hampton,65,69
2013,james-madison,north-carolina-wilmington,78,50
2013,james-madison,drexel,51,43
2013,james-madison,george-mason,57,68
2013,james-madison,towson,47,73
2013,james-madison,delaware,64,50
2013,james-madison,old-dominion,56,46
2013,james-madison,north-carolina-wilmington,63,56
2013,james-madison,hofstra,62,41
2013,james-madison,george-mason,63,74
2013,james-madison,william-mary,81,71
2013,james-madison,drexel,48,60
2013,james-madison,towson,75,70
2013,james-madison,delaware,72,71
2013,james-madison,northeastern,64,66
2013,james-madison,georgia-state,62,66
2013,james-madison,william-mary,69,67
2013,james-madison,william-mary,72,67
2013,james-madison,delaware,58,57
2013,james-madison,northeastern,70,57
2013,james-madison,long-island-university,68,55
2013,james-madison,indiana,62,83
2013,kansas,southeast-missouri-state,74,55
2013,kansas,michigan-state,64,67
2013,kansas,chattanooga,69,55
2013,kansas,washington-state,78,41
2013,kansas,saint-louis,73,59
2013,kansas,san-jose-state,70,57
2013,kansas,oregon-state,84,78
2013,kansas,colorado,90,54
2013,kansas,belmont,89,60
2013,kansas,richmond,87,59
2013,kansas,ohio-state,74,66
2013,kansas,american,89,57
2013,kansas,temple,69,62
2013,kansas,iowa-state,97,89
